,cleanName,NAME,Type,valid,parkDistrict_x,parkDistrict_y,geometry
697,lincoln terrace park - arthur s somers playground,lincoln terrace park / arthur s. somers playground,pgs,av,,B-08,POINT (-73.928 40.66639999999983)
698,willis playground,willis playground,park_direct,av,,X-01,POINT (-73.92296422112133 40.81094112907562)
699,marconi park,marconi park,park_direct,av,,Q-12,POINT (-73.79553023121386 40.69358689195767)
700,hart playground,hart playground,park_direct,av,,Q-07,POINT (-73.81895940552141 40.77402889646462)
701,hart playground,hart playground,park_direct,av,,Q-02,POINT (-73.89732336498233 40.74875357664029)
702,rudd playground,rudd playground,park_direct,av,,B-04,POINT (-73.90537989720531 40.68336391179156)
703,clement clarke moore park,clement clarke moore park,park_direct,av,,M-04,POINT (-74.00430319051068 40.74663080015183)
704,beach - wolfe's pond,wolfe's pond beach,beach,av,,R-03,POINT (-74.19 40.51509999999984)
705,cunningham park - mclaughlin playground,mclaughlin playground,pgs,av,,Q-08,POINT (-73.7663 40.72549999999984)
706,cunningham park - mclaughlin playground,mclaughlin playground,pgs,av,,X-08,POINT (-73.9054 40.88789999999984)
707,highbridge park - quisqueya playground,quisqueya playground,pgs,av,,M-12A,POINT (-73.9311 40.84729999999983)
708,amersfort park,amersfort park,park_direct,av,,B-18,POINT (-73.93901130379895 40.62865608348152)
709,plimpton playground,plimpton playground,park_direct,av,,X-04,POINT (-73.92241783795333 40.8439253315782)
710,van voorhees playground,van voorhees park,pgs,v,,B-06,POINT (-73.99939999999999 40.69089999999986)
711,astoria health center playground,astoria health center playground,pgs,av,,Q-01,POINT (-73.93259999999999 40.76789999999986)
712,pool - betsy head park,betsy head pool,pool,av,,B-16,POINT (-73.9127 40.66289999999983)
713,pool - glenwood houses,glenwood houses pool,pool,av,,B-18,POINT (-73.92019999999999 40.63649999999984)
714,pool - fred douglas,general douglas pool,pool,v,,R-02,POINT (-74.1006 40.58589999999985)
715,central park - rudin playground,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
716,daniel m o'connell playground,daniel m o'connell playground,pgs,av,,Q-12,POINT (-73.7581 40.69989999999984)
717,century playground,century playground,park_direct,av,,B-13,POINT (-73.97039455849522 40.57701789635396)
718,van cortlandt park - gun hill meadow,van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
719,ralph j bunche park,ralph bunche park,other,av,,M-06,POINT (-73.96974413767349 40.74933168001051)
720,north rochdale playground - ps 30,north rochdale playground,pgs,av,,Q-12,POINT (-73.7749 40.67999999999984)
721,tilden playground,tilden playground,park_direct,av,,B-17,POINT (-73.9314253366298 40.64762216323857)
722,brighton playground,brighton playground,park_direct,av,,B-13,POINT (-73.96539625512344 40.57517986576108)
723,golf course - mosholu,mosholu golf course,golf,av,,X-13,POINT (-73.882645 40.88676599999983)
724,redfern playground,redfern playground,park_direct,av,,Q-14,POINT (-73.74947095775151 40.61135391097346)
725,ehrenreich-austin st playground,ehrenreich-austin playground,pgs,av,,Q-06,POINT (-73.8368 40.71549999999983)
726,hamilton metz field,hamilton metz field,park_direct,av,,B-09,POINT (-73.94096519900252 40.66256640448862)
727,crack is wack playground,crack is wack playground,park_direct,av,,M-11,POINT (-73.93177320479089 40.80435867347563)
728,manhattan beach - pat perlato playground,pat perlato playground.,pgs,av,,B-15,POINT (-73.9465 40.57699999999984)
729,randall playground,randall playground,park_direct,av,,X-09,POINT (-73.84960114795693 40.81930060229874)
730,slattery playground,slattery playground,park_direct,av,,X-05,POINT (-73.89848043459955 40.85730590133984)
731,owen dolen golden age center,owen f. dolen park,other,v,,X-10,POINT (-73.84286470079226 40.84054916925658)
732,martins field,lieutenant john h. martinson playground,other,v,,R-03,POINT (-74.16264451537006 40.53686293317296)
733,forest park - dry harbor playground,forest park,empiric,av,,Q-16,POINT (-73.85300297695302 40.70205260741513)
734,veterans grove,veterans grove,park_direct,av,,Q-04,POINT (-73.87757863786891 40.74264969239422)
735,westerleigh park,westerleigh park,park_direct,av,,R-01,POINT (-74.13445965567223 40.6198258680021)
736,mother cabrini park,mother cabrini park,park_direct,av,,B-06,POINT (-74.00490487035697 40.68438267565426)
737,wards island park,wards island park,park_direct,av,,M-11R,POINT (-73.92978566073666 40.78433445486804)
738,aqueduct walk - olinville playground,olinville playground,pgs,v,,X-14,POINT (-73.867 40.88399999999984)
739,almeda playground - ps 42,almeda playground,pgs,av,,Q-14,POINT (-73.79470000000001 40.59339999999984)
740,staten island greenbelt - high rock park,greenbelt native plant center,empiric,av,,R-02,POINT (-74.18155504198339 40.5960761085245)
741,bushwick playground,bushwick playground,park_direct,av,,B-01,POINT (-73.9394347937348 40.70176224327169)
742,bushwick playground,bushwick playground,park_direct,av,,B-04,POINT (-73.91213698012263 40.69600424323201)
743,beach - south,south beach,beach,av,,R-02,POINT (-74.0672 40.58759999999984)
744,parkside playground - brooklyn,parkside playground,pgs,v,,B-15,POINT (-73.9436 40.61039999999984)
745,parkside playground - brooklyn,parkside playground,pgs,v,,X-11,POINT (-73.86799999999999 40.86839999999984)
746,alexander hamilton playground,alexander hamilton playground,park_direct,av,,M-09,POINT (-73.95128561125588 40.8230791548944)
747,haffen park,haffen park,park_direct,av,,X-12,POINT (-73.83916585251481 40.87368315317583)
748,virginia playground,virginia playground,park_direct,av,,X-09,POINT (-73.86218120564551 40.83425248969108)
749,asser levy recreation center,asser levy park,empiric,av,,B-13,POINT (-73.97353099490509 40.574731365639)
750,pool - dry dock,dry dock pool,pool,av,,M-03,POINT (-73.9755 40.72539999999984)
751,socrates sculpture park,socrates sculpture park,park_direct,av,,Q-01,POINT (-73.93643170932611 40.76892023597701)
752,mckinley park - mckinley park playground,mckinley park,pgs,av,,B-10,POINT (-74.0172 40.62649999999984)
753,pool - abe lincoln,abe lincoln pool,pool,av,,M-11,POINT (-73.9372 40.81209999999985)
754,father macris park,father macris park,park_direct,av,,R-02,POINT (-74.16163406340291 40.61662428164668)
755,crotona park - hylan park,crotona park,empiric,av,,X-03,POINT (-73.89489523245744 40.83858538262999)
756,van cortlandt park - indian memorial to indian field,van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
757,brady playground,brady playground,pgs,av,,X-11,POINT (-73.86879999999999 40.85139999999985)
758,agnes haywood playground,agnes haywood playground,park_direct,av,,X-12,POINT (-73.86181381551408 40.88029558949087)
759,tiger playground,tiger playground,park_direct,av,,B-04,POINT (-73.91097890568675 40.68825194330168)
760,st albans park,st. albans park,other,av,,Q-12,POINT (-73.77931568131656 40.69304017576533)
761,herbert von king park,herbert von king park,park_direct,av,,B-03,POINT (-73.9466196490399 40.68967192429075)
762,marine park - doctor johns playground,marine park,empiric,av,,B-18,POINT (-73.92030774448 40.59679830843425)
763,pool - astoria park,astoria pool,pool,v,,Q-01,POINT (-73.92270000000001 40.77879999999983)
764,harris field,harris park,other,v,,X-07,POINT (-73.89188172106762 40.87628095012001)
765,baisley pond park - 157th st playground,157th st playground,pgs,av,,Q-12,POINT (-73.7864 40.68469999999984)
766,frederick johnson park,frederick johnson playground,other,v,,M-10,POINT (-73.93544088556702 40.82473308286751)
767,pool - david fox - ps 251,david fox/ps 251 pool,pool,av,,B-18,POINT (-73.9237 40.63269999999984)
768,railroad park playground,railroad park,pgs,v,,X-03,POINT (-73.91549999999999 40.82509999999984)
769,prospect park - imagination playground,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
770,golf course - golden bear driving range,alley pond park,other,v,,Q-11,POINT (-73.74685854792372 40.75360765309033)
771,sarsfield playground,sarsfield playground,park_direct,av,,B-18,POINT (-73.93747953363052 40.62019698522811)
772,alley athletic playground,alley athletic playground,park_direct,av,,Q-13,POINT (-73.73610518658296 40.73968236436938)
773,star spangled playground,star spangled playground,park_direct,av,,B-03,POINT (-73.95795318304035 40.69189603319189)
774,middle village playground,middle village playground,park_direct,av,,Q-05,POINT (-73.87362641189853 40.71009524022217)
775,pool - highbridge,highbridge pool,pool,av,,M-12A,POINT (-73.93389999999999 40.84259999999986)
776,penn triangle,penn triangle,park_direct,av,,B-01,POINT (-73.96085388912837 40.70076206683843)
777,central park - west 100th street playground,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
778,underhill playground - brooklyn,underhill playground,pgs,av,,B-08,POINT (-73.9657 40.67669999999983)
779,underhill playground - brooklyn,underhill playground,pgs,av,,Q-11,POINT (-73.78789999999999 40.74479999999986)
780,aesop playground,aesop playground,pgs,av,,R-03,POINT (-74.2299 40.50949999999983)
781,harlem lane park,harlem lane playground,other,v,,M-10,POINT (-73.93487731803077 40.8259802280033)
782,washington market park,washington market park,park_direct,av,,M-01,POINT (-74.0115533249469 40.71709074134377)
783,morris garden,morris garden,park_direct,av,,X-05,POINT (-73.90400313832072 40.8545658036038)
784,pool - wagner,wagner pool,pool,v,,M-11,POINT (-73.93300000000001 40.80199999999986)
785,burns playground,burns playground,park_direct,av,,X-11,POINT (-73.83659740638905 40.86325660165869)
786,bowne playground,bowne playground,park_direct,av,,Q-07,POINT (-73.82486572126963 40.7581853238446)
787,moore playground,moore playground,park_direct,av,,M-11,POINT (-73.93849268710279 40.80937702156969)
788,pool - liberty,liberty pool,pool,av,,Q-12,POINT (-73.7839 40.70159999999983)
789,pool - tottenville,tottenville pool,pool,av,,R-03,POINT (-74.23520000000001 40.50559999999985)
790,crescent beach,orchard beach and promenade,beach,av,,X-15A,POINT (-73.7938 40.86639999999984)
791,ennis park,ennis playground,other,v,,B-06,POINT (-73.99381983393161 40.67074024016988)
792,walter ward playground - ps 207,walter ward playground,pgs,av,,Q-10,POINT (-73.8439 40.65769999999983)
793,aqueduct walk - ben abrams playground,ben abrams playground,pgs,v,,X-11,POINT (-73.87009999999999 40.85449999999984)
794,walton ave aa park,walton park,other,v,,X-05,POINT (-73.90517851473963 40.85525917645899)
795,rockaway beach and boardwalk - beach 9th st playground,beach 9th street playground,pgs,v,,Q-14,POINT (-73.7453 40.59589999999984)
796,fish playground,fish playground,park_direct,av,,B-16,POINT (-73.91467808945957 40.67821181160888)
797,latimer playground,latimer playground,park_direct,av,,Q-12,POINT (-73.78624793048766 40.69652089714632)
798,colucci playground,colucci playground,park_direct,av,,X-10,POINT (-73.83458247810678 40.85277862378335)
799,pool - roy wilkins,roy wilkins pool,pool,av,,Q-12,POINT (-73.76949999999999 40.68729999999983)
800,skyline playground,skyline playground,park_direct,av,,R-01,POINT (-74.0895230693701 40.6393996337613)
801,bay terrace playground - ps 169,bay terrace playground,pgs,av,,Q-07,POINT (-73.77760000000001 40.78229999999984)
802,tappen park,tappen park,park_direct,av,,R-01,POINT (-74.07687567003418 40.62681067279082)
803,crotona park - boxcar playground,crotona park,empiric,av,,X-03,POINT (-73.89489523245744 40.83858538262999)
804,pool - faber,faber pool,pool,av,,R-01,POINT (-74.1353 40.64119999999985)
805,pool - kosciusko,kosciuszko pool,pool,av,,B-03,POINT (-73.9496 40.69119999999984)
806,haggerty park,haggerty park,park_direct,av,,Q-12,POINT (-73.75769846981748 40.71296515186921)
807,recreation center - owen dolen senior center,owen f. dolen park,other,v,,X-10,POINT (-73.84286470079226 40.84054916925658)
808,pratt playground,pratt playground,park_direct,av,,B-02,POINT (-73.96252583671055 40.69263651373817)
809,martin luther king jr playground,martin luther playground,pgs,av,,B-07,POINT (-74.0198 40.64579999999984)
810,mckinley playground,mckinley playground,park_direct,av,,M-03,POINT (-73.98577707048823 40.72425498535507)
811,springfield park north,springfield park north,park_direct,av,,Q-13,POINT (-73.75975506782225 40.66410217405823)
812,arcilla playground,arcilla playground,park_direct,av,,X-04,POINT (-73.9143100642829 40.82710230103702)
813,neptune playground,neptune playground,park_direct,av,,B-13,POINT (-73.98063311863994 40.57824950579918)
814,pelham bay park - aileen ryan recreation complex,pelham bay park,empiric,av,,X-11,POINT (-73.80420185645582 40.8681072084011)
815,merriam playground,merriam playground,park_direct,av,,X-04,POINT (-73.92675921143115 40.83962008652755)
816,ralph demarco park,ralph demarco park,park_direct,av,,Q-01,POINT (-73.91730065143699 40.78459643361278)
817,schmul park,schmul park,park_direct,av,,R-02,POINT (-74.18633492754817 40.58894560654039)
818,pool - van cortlandt,van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
819,waring playground,waring playground,pgs,av,,X-14,POINT (-73.87139999999999 40.86049999999985)
820,saw mill playground,saw mill playground,park_direct,av,,X-01,POINT (-73.91937329445449 40.80891310533957)
821,alley springfield,springfield park,other,v,,Q-13,POINT (-73.76194788701852 40.66131379578339)
822,grant park,grant park,park_direct,av,,X-04,POINT (-73.9129333403114 40.83684353444423)
823,sunrise playground - ps 195,sunrise playground,pgs,v,,Q-13,POINT (-73.7364 40.65269999999984)
824,fort washington park - lily brown playground,washington park,pgs,av,,B-06,POINT (-73.9842 40.67279999999985)
825,fort washington park - lily brown playground,washington park,pgs,av,,X-06,POINT (-73.89360000000001 40.85569999999987)
826,bradhurst urban renewal park,bradhurst ave garden,other,v,,M-10,POINT (-73.93932630824946 40.8276657686251)
827,renaissance playground,renaissance playground,park_direct,av,,M-10,POINT (-73.94152975858613 40.82133624429421)
828,woodruff playground,woodruff playground,park_direct,av,,B-05,POINT (-73.86603070658295 40.66539199637731)
829,cooper park,cooper park,park_direct,av,,B-01,POINT (-73.93724000109177 40.71585257255182)
830,flynn playground,flynn playground,park_direct,av,,X-01,POINT (-73.91193278891538 40.8210446147687)
831,monsignor kett,monsignor kett playground,other,av,,M-12,POINT (-73.92091328682304 40.86252800935799)
832,pool - john jay,john jay pool,pool,av,,M-08,POINT (-73.949 40.76959999999984)
833,rockaway beach and boardwalk - beach 59th st playground,beach 59th street playground,pgs,v,,Q-14,POINT (-73.7889 40.58909999999984)
834,barrett park,barrett park,park_direct,av,,R-01,POINT (-74.11556949433161 40.62513498409513)
